target,target
គ្រាន់តែមើលបាទបុរស។បាហាហា។ភាពយន្តនោះរញ៉េរញ៉ៃ,negative
សោកស្ដាយ ខ្ញុំគិតថាខ្ញុំដឹងច្បាស់ថាអ្នកបានដាក់វានៅក្នុងថតដែលផុតកំណត់ របស់ទាំងនោះមានអាយុកាលតិចជាងពីរឆ្នាំ,negative
ច្រើនពេក?ទេ មិនមែនទេ លុះត្រាតែខ្នើយមួយបញ្ចប់ធ្វើឱ្យអ្នកដេកក្បែរអ្នក។,negative
ជួប​មិត្ត​សម្លាញ់​ដំបូង​ពេល​ព្រឹក​ទៅ​កន្លែង​ហាត់ប្រាណ!Omg ខ្ញុំនៅតែតក់ស្លុតខ្លាំងណាស់។ខ្ញុំសង្ឃឹមថាអ្នកនឹងប្រសើរឡើងឆាប់ៗនេះ,neutral
អីយ៉ា វាលឿនណាស់... បន្ទាប់គឺ Soderling ឬ Ferrer ។Gilles Simon ចាញ់,negative
ទ្រឹស្តីល្អណាស់ ប៉ុន្តែការពិតហួសពីការស្មាន... ខ្ញុំក៏បានរៀបចំផែនការដូចគ្នា មិនដឹងថា VS នឹងបរាជ័យលើខ្ញុំទេ,neutral
រីករាយដែលដឹងថាបញ្ហាបង្ហាញការផ្សាយពាណិជ្ជកម្មគឺដោយសារតែការកំណត់រចនាសម្ព័ន្ធជញ្ជាំងភ្លើងនៅការិយាល័យឆ្នាំ។ភេ!,positive
វ៉ូត!,positive
"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",neutral
?????????- http://bit.ly/nAcK2,neutral
ចាំមើលរឿងចុងក្រោយចប់សិន សាកល្បងចាក់បញ្ចាំងរឿង ខ្មោចសង្សារអតីតកាល កែវស្រា និងកាបូបឡូយក្នុងដៃ អីយ៉ា!,neutral
រីករាយ #StarWarsDay។សូមឱ្យថ្ងៃទី 4 ជាមួយអ្នក!ពីអ្នកទាំងអស់គ្នា _paintball,positive
ត្រូវតែត្រលប់ទៅការិយាល័យវិញ។,neutral
St joe គឺកខ្វក់។,negative
http://twitpic.com/4w67k - បោះតង់នៅបឹងបួរខ្មៅ,neutral
តើ​អ្នក​ទទួល​បាន​សារ​របស់​ខ្ញុំ​ឬ​តើ​អ្នក​ត្រូវ​បន្ថែម​ខ្ញុំ​ដើម្បី​ទទួល​ពួក​វា ដូច្នេះ​ខ្ញុំ​ជា​មនុស្ស​ថ្មី​ចំពោះ​រឿង​នេះ។,neutral
I hate my life,negative
ឈឺក្រពះ.. ហើយឈឺក្បាល.. ខ្ញុំចង់អោយនរណាម្នាក់មកជូតប្រាសាទរបស់ខ្ញុំ។,negative
 ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,negative
គិតតែពីអយុត្តិធម៍ មនុស្ស 3 នាក់ជាខ្ញុំ 2 នាក់ហើយ ធ្លាក់ទឹកមាត់ទៀតហើយ HATERS !!!,negative
ស្រក់ទឹកភ្នែកពិត,negative
_Brown កាន់រឿងនេះមួយរយៈ http://twitpic.com/4w5eh,neutral
ពិធីជប់លៀង burfday របស់ Panchito យប់នេះ... ជូនពរអ្នកនៅទីនេះ kiddo!,positive
ត្រឡប់​មក​ពី​ទីក្រុង​វិញ​ហើយ Mac របស់​ខ្ញុំ​បាន​ធ្លាក់​មក​លើ​ខ្ញុំ ប៉ុន្តែ​ឥឡូវ​នេះ​វា​ប្រសើរ​ជាង,neutral
ARCHIE ANDREWS តើអ្នកកំពុងគិតយ៉ាងណា?!veronica?,neutral
របស់ដែលល្អបំផុតក្នុងជីវិតគឺ ឥតគិតថ្លៃ x,positive
នឹកម្តាយខ្ញុំថ្ងៃនេះ។នាង​ជា​មិត្ត​ល្អ​បំផុត​របស់​ខ្ញុំ ហើយ​ទោះ​បី​ជា​នាង​បាន​ទៅ​ជា​ច្រើន​ឆ្នាំ​ហើយ​ក៏​ដោយ ខ្ញុំ​នៅ​តែ​នឹក​នាង​យ៉ាង​ខ្លាំង។រីករាយថ្ងៃបុណ្យម្ដាយ,positive
ខ្ញុំកំពុងមើលរឿង Blood+ នៅលើ veoh វគ្គ 19 love the music.wishing i can watch the live action but not old,negative
នោះគឺជារឿងអាស្រូវ,negative
 He is the truth! But what about Maxwell? You can`t forget the future father of my children!,neutral
http://twitpic.com/665jw សត្វក្រៀលបានស៊ីនំបុ័ងរបស់យើង!,negative
ប្រាប់​អ្នក​ម្តាយ​ឱ្យ​ដឹង​ថា​អ្នក​គិត​ថា​អស្ចារ្យ​ប៉ុណ្ណា!!ជិតដល់ថ្ងៃបុណ្យម្ដាយ។,positive
"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",neutral
គ្មានការបើកដំណើរការថ្ងៃនេះទេ។គ្រូបានផ្លាស់ប្តូរផែនការ ហើយយើងបានមើលសកម្មភាពដ៏ឆោតល្ងង់អំពី tesla,negative
  it`s very pleasant. i sooo rarely just have time to kill...,positive
អរគុណ!!អូខ្ញុំឃើញអ្នកបានអាន កោះវាលខ្សាច់ http://is.gd/ys6K សៀវភៅដ៏អស្ចារ្យ!,positive
__O lol ប៉ុន្តែ tiz ជាបទចម្រៀងល្អ។,positive
មក​ធ្វើ​ការ​លើ​ហាង​អ៊ីនធឺណិត​ម្ដង​ទៀត… កុំ​គិត​ថា​យើង​នឹង​សម្រេច​គោល​ដៅ​ផ្ទុក​ឡើង​តាម​ពេល​វេលា​ដែល​បាន​កំណត់​ទុក​មុន​នឹង​បន្ត,neutral
@_Anix_ ខ្ញុំបានទិញការ៉េមឈីសខេកកាលពីសប្តាហ៍មុន ដោយគិតថាវាល្អ ហើយវាបឺតខ្លាំងណាស់។ខ្ញុំកំពុងយករបស់អ្នក។,negative
តើអ្វីបណ្តាលឱ្យមិត្តភ័ក្តិខកចិត្ត?,neutral
_Wright អរគុណ!'Return of the Mack' គឺជាការកកស្ទះ!,positive
ត្រៀម​ខ្លួន​រួច​ជា​ស្រេច​សម្រាប់​ថ្ងៃ​ចុង​សប្តាហ៍​ដ៏​គួរ​ឱ្យ​ព្រួយ​បារម្ភ​ដ៏​ក្រៀម​ក្រំ​នេះ​។,negative
សូមអភ័យទោសចំពោះការខ្វះខាត tweets របស់ខ្ញុំដែលខ្ញុំរវល់។វីដេអូថ្មីថ្ងៃសៅរ៍នេះ!!,negative
ខ្ញុំខំប្រឹងអស់ពីសមត្ថភាព បន្តទៅថ្ងៃធ្វើការ paintball ឆាប់ៗនេះ ដូច្នេះហើយទើបអាចចាក់សាំងពីរបីបន្ទះ ដោយមិនសង្ស័យ,positive
ចូលគេងមិនអាចទទួលយកបុរសនេះទៀតទេ។[U],negative
_Morden ..be at richard's ។បើមិនអញ្ចឹងទេ ខ្ញុំនឹងជួបអ្នក នៅពេលអ្នក / យើងត្រលប់មកវិញ សំណាងល្អ!,positive
អរគុណ... ខ្ញុំពិតជាពេញចិត្តចំពោះវា។ខ្ញុំដឹងថាវានឹងជារឿងពិបាកបំផុតដែលខ្ញុំធ្លាប់ធ្វើ,neutral
ចំណាយពេលម៉ោងចុងក្រោយដើម្បីចុះហត្ថលេខាលើសៀវភៅប្រចាំឆ្នាំ។ខ្ញុំនឹងនឹកអ្នក!,negative
ហើយខ្ញុំគ្រាន់តែស្រឡាញ់រឿងតូចតាចអំពីអ្នក ...,positive
My mobile has stopped recieving text messages AGAIN. Stoooopid thing,negative
សួស្តី Simon ប្រាប់ខ្ញុំនៅពេលវារួចរាល់,neutral
មានរាត្រីដ៏អស្ចារ្យជាមួយមិត្តនារីដែលខ្ញុំចូលចិត្ត,positive
_Oyler ស្ត្រី​តូច​ដ៏​កំសត់​របស់​នាង​ត្រូវ​ក្បាល,negative
កំពុងតែរៀបចំសម្អាតផ្ទះជូនម៉ាក់សម្រាប់ថ្ងៃម្ដាយ,positive
ហេតុអ្វីបានជាអ្នកគិតថាមនុស្សនិយាយថា 'save the drama fo yo mama?'ខ្ញុំប្រាកដថាសូម្បីតែអ្នកម៉ាក់ក៏មិនចង់ស្តាប់រឿងរបស់អ្នកដែរ។Ode to mother`s day!,neutral
ហេ!នោះជាសាលារបស់ខ្ញុំ!ខ្ញុំស្អប់កន្លែងនោះ។,negative
ខ្ញុំ​បាន​ត្រឹម​តែ​ផ្កាយ 3 នៅ​លើ​ការ​លាង​មុខ​បន្ទាប់​មក​បាន​បរាជ័យ rince,negative
បងស្រីក្មេករបស់ខ្ញុំ ទុកសម្រាប់កម្មវិធីរបស់នាង!!នាង​មើល​ទៅ​ស្អាត​ណាស់.. ស្រក់​ទឹក​ភ្នែក​ទាំង​អស់,positive
 follow me too,neutral
ទិញបីសៀវភៅ!!យីប៉ា!!ឥឡូវនេះ តើអ្នកណានៅជាមួយខ្ញុំនៅលើសៀវភៅដប់ក្បាលនោះ ក្នុងអំឡុងពេលរដូវក្តៅ?,neutral
ខ្ញុំពិតជាអផ្សុកណាស់!ប្អូន​ប្រុស​ខ្ញុំ​ទៅ​ទទួល​លិខិត​អនុញ្ញាត!បិទផ្លូវ!Jk ឡូយ!មានអារម្មណ៍ថាមិត្តរបស់ខ្ញុំទាំងអស់បានបោះបង់ចោលខ្ញុំ!លើកលែងតែ 1,negative
